N,DEPARTAMENTO,MUNICIPIO,ZZ,PP,PUESTO,MESA,COD CAN,CANDIDATO,POTENCIAL,% Partic. Mesa PRE,Votos Mesa PRE,Votos Mesa ESC,Votos Cand. PRE,Votos Cand. ESC,Dif. Cand. Neta,% Cand. Mesa PRE,% Cand. Mesa ESC,% Cand. Mun PRE,% Cand. Mun ESC,Dif. % Mesa-Mun PRE,Dif. % Mesa-Mun ESC,Var. Súbita PRE,Var. Súbita ESC,Concent. Cand. PRE,Concent. Cand. ESC,Diferencias Mesa (-),Diferencias Mesa (+),Dif. Mesa Neta,En términos,Estado del sobre,Excluida,Firmas Jurados,Recontada Comisión,Recontada Jurados,Sufragantes E11 según E14,Sufragantes según E11,Tacahaduras y/o Enmendaduras,Total Votos E14,Votos Urna,Votos Incinerados
3377,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,90,ALVARO GOMEZ HURTADO SEDE B - IED,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.44,322.0,322.0,160.0,160.0,0.0,49.69,49.69,37.37,37.64,12.32,12.05,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,322.0,322.0,NO,322.0,322.0,0.0
3378,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,A1,VILLA ELISA SEDE B IED,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.28,325.0,325.0,160.0,160.0,0.0,49.23,49.23,37.37,37.64,11.86,11.59,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,325.0,325.0,NO,325.0,325.0,0.0
3379,16 BOGOTA D.C.,001-BOGOTA. D.C.,13.0,20,RAFAEL NUÑEZ,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,302.0,160.0,160.0,0.0,52.98,52.98,37.37,37.64,15.61,15.34,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,302.0,302.0,NO,302.0,302.0,0.0
3380,16 BOGOTA D.C.,001-BOGOTA. D.C.,15.0,18,CINCO DE NOVIEMBRE,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.56,308.0,308.0,160.0,160.0,0.0,51.95,51.95,37.37,37.64,14.58,14.31,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,308.0,308.0,NO,308.0,308.0,0.0
3381,16 BOGOTA D.C.,001-BOGOTA. D.C.,16.0,42,CENTRO PARA CIEGOS CRAC,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.28,325.0,325.0,160.0,160.0,0.0,49.23,49.23,37.37,37.64,11.86,11.59,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,325.0,325.0,NO,325.0,325.0,0.0
3382,16 BOGOTA D.C.,001-BOGOTA. D.C.,19.0,68,ROGELIO SALMONA,6.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.06,317.0,317.0,160.0,160.0,0.0,50.47,50.47,37.37,37.64,13.1,12.83,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,317.0,317.0,NO,317.0,317.0,0.0
3383,16 BOGOTA D.C.,001-BOGOTA. D.C.,90.0,01,PUESTO CENSO(FERIA EXPOSICION),207.0,4.0,ABELARDO DE LA ESPRIELLA,1.2,25.67,308.0,308.0,160.0,160.0,0.0,51.95,51.95,37.37,37.64,14.58,14.31,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,308.0,308.0,NO,308.0,308.0,0.0
3384,21 MAGDALENA,001-SANTA MARTA,5.0,08,IED MAGDALENA SEDE 2 SANTA CATALINA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.94,313.0,313.0,160.0,160.0,0.0,51.12,51.12,36.53,36.65,14.59,14.47,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,313.0,313.0,NO,313.0,313.0,0.0
3385,31 VALLE,001-CALI,6.0,06,IE SIMON RODRIGUEZ,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,94.72,341.0,341.0,160.0,160.0,0.0,46.92,46.92,34.96,35.08,11.97,11.84,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,341.0,341.0,NO,341.0,341.0,0.0
3386,88 CONSULADOS,355-ESPAÑA,65.0,86,SABADO VALENCIA - CONSULADO,5.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.94,494.0,,160.0,,,32.39,,40.63,,,,1. Baja,0. Mínima,1. Normal,0. Baja,-494.0,0.0,-494.0,,,,,,,,,,,,
3387,01 ANTIOQUIA,121-ENVIGADO,1.0,02,UNIVERSIDAD EIA. SEDE ZUÑIGA,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,159.0,159.0,0.0,53.0,53.0,64.97,64.97,-11.97,-11.97,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
3388,07 BOYACA,001-TUNJA,3.0,02,COLISEO MUNICIPAL COMFABOY,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.56,326.0,326.0,159.0,159.0,0.0,48.77,48.77,35.72,35.75,13.05,13.03,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,326.0,326.0,NO,326.0,326.0,0.0
3389,07 BOYACA,001-TUNJA,3.0,02,COLISEO MUNICIPAL COMFABOY,8.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.0,324.0,324.0,159.0,159.0,0.0,49.07,49.07,35.72,35.75,13.35,13.33,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,324.0,324.0,NO,324.0,324.0,0.0
3390,07 BOYACA,001-TUNJA,3.0,04,COLISEO I.R.D.ET,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,91.67,330.0,330.0,159.0,159.0,0.0,48.18,48.18,35.72,35.75,12.46,12.44,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,330.0,330.0,NO,330.0,330.0,0.0
3391,12 CESAR,001-VALLEDUPAR,5.0,07,COL. COMFACESAR,11.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.61,301.0,301.0,159.0,159.0,0.0,52.82,52.82,44.49,44.79,8.33,8.04,1. Baja,1. Baja,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,301.0,301.0,NO,301.0,301.0,0.0
3392,15 CUNDINAMARCA,139-LA CALERA,2.0,04,CASA DE LA CULTURA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,91.94,331.0,331.0,159.0,159.0,0.0,48.04,48.04,42.24,42.25,5.79,5.79,1. Baja,1. Baja,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,332.0,332.0,NO,331.0,331.0,0.0
3393,15 CUNDINAMARCA,169-MOSQUERA,2.0,04,EL TREBOL COL COMPARTIR,18.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.44,304.0,304.0,159.0,159.0,0.0,52.3,52.3,38.95,39.28,13.36,13.02,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,304.0,304.0,NO,304.0,304.0,0.0
3394,15 CUNDINAMARCA,239-SIBATE,1.0,01,IED GRAL SANTANDER SEDE BTO,17.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.56,308.0,308.0,159.0,159.0,0.0,51.62,51.62,37.8,37.84,13.82,13.79,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,308.0,308.0,NO,308.0,308.0,0.0
3395,15 CUNDINAMARCA,250-SOPO,99.0,26,LA VIOLETA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.67,312.0,314.0,159.0,159.0,0.0,50.96,50.64,35.51,35.5,15.46,15.14,3. Alta,3. Alta,2. Alta,2. Alta,0.0,2.0,2.0,SI,BUENO,NO,6.0,NO,NO,314.0,314.0,NO,314.0,314.0,0.0
3396,15 CUNDINAMARCA,340-ZIPAQUIRA,1.0,05,IEM SAN JUAN BAUTISTA DE SALLE SD PRIMAR,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,93.61,337.0,,159.0,,,47.18,,34.3,34.02,,,2. Media,4. Muy Alta,1. Normal,0. Baja,-337.0,0.0,-337.0,,,,,,,,,,,,
3397,15 CUNDINAMARCA,340-ZIPAQUIRA,2.0,03,GABRIELA MISTRAL SEDE NUEVA,6.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.56,308.0,308.0,159.0,159.0,0.0,51.62,51.62,34.3,34.02,17.32,17.6,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,308.0,308.0,NO,308.0,308.0,0.0
3398,15 CUNDINAMARCA,340-ZIPAQUIRA,2.0,06,COLISEO ARENA DE SAL,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.28,325.0,325.0,159.0,159.0,0.0,48.92,48.92,34.3,34.02,14.62,14.9,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,325.0,325.0,NO,325.0,325.0,0.0
3399,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,58,UNIVERSIDAD DE AMERICA SEDE POSGRADOS,15.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,91.94,331.0,331.0,159.0,159.0,0.0,48.04,48.04,37.37,37.64,10.66,10.4,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,331.0,331.0,NO,331.0,331.0,0.0
3400,16 BOGOTA D.C.,001-BOGOTA. D.C.,2.0,05,UNIVERSIDAD EAN,16.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.17,303.0,303.0,159.0,159.0,0.0,52.48,52.48,37.37,37.64,15.1,14.84,3. Alta,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,303.0,303.0,NO,303.0,303.0,0.0
3401,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,87,SALON COMUNAL MARSELLA,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.0,306.0,306.0,159.0,159.0,0.0,51.96,51.96,37.37,37.64,14.59,14.32,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,306.0,306.0,NO,306.0,306.0,0.0
3402,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,A3,ESC.TECNOLOGICA INST. TECNICO CENTRAL,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.72,323.0,323.0,159.0,159.0,0.0,49.23,49.23,37.37,37.64,11.85,11.59,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,323.0,323.0,NO,323.0,323.0,0.0
3403,16 BOGOTA D.C.,001-BOGOTA. D.C.,9.0,36,PABLO NERUDA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,302.0,159.0,159.0,0.0,52.65,52.65,37.37,37.64,15.28,15.01,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,303.0,303.0,NO,302.0,302.0,0.0
3404,16 BOGOTA D.C.,001-BOGOTA. D.C.,9.0,47,IED MARIA J CANELONES,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.56,326.0,326.0,159.0,159.0,0.0,48.77,48.77,37.37,37.64,11.4,11.13,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,326.0,326.0,NO,326.0,326.0,0.0
3405,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,67,DIVERPLAZA,11.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.17,303.0,303.0,159.0,159.0,0.0,52.48,52.48,37.37,37.64,15.1,14.84,3. Alta,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,304.0,304.0,NO,303.0,303.0,0.0
3406,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,70,SOLEDAD NORTE,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,91.11,328.0,328.0,159.0,159.0,0.0,48.48,48.48,37.37,37.64,11.1,10.84,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,328.0,328.0,NO,328.0,328.0,0.0
3407,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,40,SUPERCADE SUBA,12.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.11,310.0,310.0,159.0,159.0,0.0,51.29,51.29,37.37,37.64,13.92,13.65,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,310.0,310.0,NO,310.0,310.0,0.0
3408,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,53,COMPARTIR SEDE A - IED,16.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.89,320.0,320.0,159.0,159.0,0.0,49.69,49.69,37.37,37.64,12.32,12.05,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,320.0,320.0,NO,320.0,320.0,0.0
3409,19 HUILA,001-NEIVA,1.0,08,I.E. GUSTAVO TORRES PARRA CLARETIANO,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.94,313.0,313.0,159.0,159.0,0.0,50.8,50.8,46.25,46.28,4.55,4.52,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,313.0,313.0,NO,313.0,313.0,0.0
3410,21 MAGDALENA,001-SANTA MARTA,2.0,06,UNIVERSIDAD ANTONIO NARIÑO,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.61,319.0,318.0,159.0,160.0,1.0,49.84,50.31,36.53,36.65,13.31,13.67,2. Media,2. Media,1. Normal,2. Alta,-2.0,1.0,-1.0,SI,BUENO,NO,6.0,SI,NO,319.0,318.0,NO,318.0,319.0,1.0
3411,21 MAGDALENA,001-SANTA MARTA,5.0,08,IED MAGDALENA SEDE 2 SANTA CATALINA,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.11,310.0,310.0,159.0,159.0,0.0,51.29,51.29,36.53,36.65,14.76,14.64,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,MAL,NO,6.0,NO,NO,310.0,310.0,NO,310.0,310.0,0.0
3412,29 TOLIMA,001-IBAGUE,5.0,04,IE CIUDAD ARKALA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.56,308.0,306.0,159.0,159.0,0.0,51.62,51.96,45.72,45.72,5.91,6.25,1. Baja,1. Baja,2. Alta,2. Alta,-2.0,0.0,-2.0,SI,BUENO,NO,6.0,NO,NO,306.0,306.0,NO,306.0,306.0,2.0
3413,31 VALLE,001-CALI,14.0,05,IE JOSE MARIA VIVAS BALCAZAR,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.44,322.0,,159.0,,,49.38,,34.96,35.08,,,2. Media,4. Muy Alta,1. Normal,0. Baja,-322.0,0.0,-322.0,,,,,,,,,,,,
3414,88 CONSULADOS,360-ESTADOS UNIDOS,15.0,03,"COLUMBUS, OHIO",2.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,47.14,330.0,,159.0,,,48.18,,72.1,,,,4. Muy Alta,0. Mínima,1. Normal,0. Baja,-330.0,0.0,-330.0,,,,,,,,,,,,
3415,88 CONSULADOS,655-PANAMA,5.0,86,SABADO PANAMA - CONSULADO,4.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.11,311.0,,159.0,,,51.13,,64.85,,,,2. Media,0. Mínima,2. Alta,0. Baja,-311.0,0.0,-311.0,,,,,,,,,,,,
3416,01 ANTIOQUIA,001-MEDELLIN,23.0,06,INST. FERRINI - SD CALASANZ,14.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,158.0,158.0,0.0,52.67,52.67,54.5,54.73,-1.83,-2.06,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
3417,12 CESAR,001-VALLEDUPAR,5.0,08,FUNDACION UNIVERSITARIA DEL AREA ANDINA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.28,307.0,307.0,158.0,158.0,0.0,51.47,51.47,44.49,44.79,6.98,6.68,1. Baja,1. Baja,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,307.0,307.0,NO,307.0,307.0,0.0
3418,15 CUNDINAMARCA,031-CAJICA,2.0,03,COLEGIO ANTONIO NARIÑO,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.0,306.0,306.0,158.0,158.0,0.0,51.63,51.63,47.23,47.24,4.4,4.4,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,360.0,306.0,NO,306.0,306.0,0.0
3419,15 CUNDINAMARCA,094-FUSAGASUGA,1.0,04,ESCUELA MANUELA BELTRAN,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.28,325.0,325.0,158.0,158.0,0.0,48.62,48.62,49.8,49.85,-1.18,-1.24,0. Mínima,0. Mínima,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,325.0,325.0,NO,325.0,325.0,0.0
3420,15 CUNDINAMARCA,169-MOSQUERA,1.0,01,NUEVO COLISEO MUNICIPAL,14.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.17,303.0,303.0,158.0,158.0,0.0,52.15,52.15,38.95,39.28,13.2,12.86,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,303.0,303.0,NO,303.0,303.0,0.0
3421,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,23,COLEGIO DISTRITAL USAQUEN SEDE A,17.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.72,305.0,305.0,158.0,158.0,0.0,51.8,51.8,37.37,37.64,14.43,14.16,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,305.0,305.0,NO,305.0,305.0,0.0
3422,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,30,COLEGIO FRIEDRICH NAUMANN SEDE A,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.17,303.0,303.0,158.0,158.0,0.0,52.15,52.15,37.37,37.64,14.77,14.51,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,303.0,303.0,NO,303.0,303.0,0.0
3423,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,32,VERBENAL SANTA MARIA,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.28,307.0,307.0,158.0,158.0,0.0,51.47,51.47,37.37,37.64,14.09,13.83,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,360.0,360.0,NO,307.0,307.0,0.0
3424,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,33,COLEGIO DISTRITAL SALUDCOOP NORTE,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,87.5,315.0,315.0,158.0,158.0,0.0,50.16,50.16,37.37,37.64,12.79,12.52,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,315.0,315.0,NO,315.0,315.0,0.0
3425,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,45,ANGLO AMERICANO,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.17,303.0,303.0,158.0,158.0,0.0,52.15,52.15,37.37,37.64,14.77,14.51,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,303.0,303.0,NO,303.0,303.0,0.0
3426,16 BOGOTA D.C.,001-BOGOTA. D.C.,6.0,17,"NUEVO MUZO ""B""",1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,302.0,158.0,158.0,0.0,52.32,52.32,37.37,37.64,14.95,14.68,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,302.0,302.0,NO,302.0,302.0,0.0
3427,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,60,CENTRO COMERCIAL EL EDEN,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.61,301.0,301.0,158.0,158.0,0.0,52.49,52.49,37.37,37.64,15.12,14.85,3. Alta,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,301.0,301.0,NO,301.0,301.0,0.0
3428,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,70,COLEGIO FE Y ALEGRIA,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.44,322.0,322.0,158.0,158.0,0.0,49.07,49.07,37.37,37.64,11.7,11.43,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,322.0,322.0,NO,322.0,322.0,0.0
3429,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,A3,ESC.TECNOLOGICA INST. TECNICO CENTRAL,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.61,319.0,317.0,158.0,156.0,-2.0,49.53,49.21,37.37,37.64,12.16,11.57,2. Media,2. Media,1. Normal,1. Normal,-2.0,0.0,-2.0,SI,BUENO,NO,6.0,NO,NO,317.0,317.0,NO,317.0,317.0,0.0
3430,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,A5,SALON COMUNAL ANDALUCIA II SECTOR,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,87.78,316.0,316.0,158.0,158.0,0.0,50.0,50.0,37.37,37.64,12.63,12.36,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,316.0,316.0,NO,316.0,316.0,0.0
3431,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,A8,METRO ALQUERIA,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.0,324.0,324.0,158.0,158.0,0.0,48.77,48.77,37.37,37.64,11.39,11.13,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,324.0,324.0,NO,324.0,324.0,0.0
3432,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,B5,LICEO SAMARIO,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,93.33,336.0,336.0,158.0,158.0,0.0,47.02,47.02,37.37,37.64,9.65,9.38,1. Baja,1. Baja,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,336.0,336.0,NO,336.0,336.0,0.0
3433,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,B6,SALON INSTMAR - INSTITUTO MARSELLA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,92.22,332.0,332.0,158.0,158.0,0.0,47.59,47.59,37.37,37.64,10.22,9.95,2. Media,1. Baja,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,332.0,332.0,NO,332.0,332.0,0.0
3434,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,C2,LICEO CARMELITAS,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,93.89,338.0,338.0,158.0,158.0,0.0,46.75,46.75,37.37,37.64,9.37,9.11,1. Baja,1. Baja,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,338.0,338.0,NO,338.0,338.0,0.0
3435,16 BOGOTA D.C.,001-BOGOTA. D.C.,9.0,18,ZONA FRANCA,15.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.44,304.0,304.0,158.0,158.0,0.0,51.97,51.97,37.37,37.64,14.6,14.33,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,304.0,304.0,NO,304.0,305.0,1.0
3436,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,25,SANTA ROSITA,15.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,158.0,158.0,0.0,52.67,52.67,37.37,37.64,15.29,15.03,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
3437,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,40,CIUDADELA COLSUBSIDIO,16.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.17,303.0,303.0,158.0,158.0,0.0,52.15,52.15,37.37,37.64,14.77,14.51,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,303.0,303.0,NO,303.0,303.0,0.0
3438,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,63,CENTRO EDUCATIVO SCALAS,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.67,312.0,312.0,158.0,158.0,0.0,50.64,50.64,37.37,37.64,13.27,13.0,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,312.0,312.0,NO,312.0,312.0,0.0
3439,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,73,LA PALESTINA,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.44,322.0,322.0,158.0,158.0,0.0,49.07,49.07,37.37,37.64,11.7,11.43,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,322.0,322.0,NO,322.0,322.0,0.0
3440,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,81,PARQUE SAN ANDRES,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.39,311.0,311.0,158.0,158.0,0.0,50.8,50.8,37.37,37.64,13.43,13.16,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,311.0,311.0,NO,311.0,311.0,0.0
3441,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,18,PUENTE LARGO-EMMANUEL D.ALZON,21.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.39,311.0,311.0,158.0,158.0,0.0,50.8,50.8,37.37,37.64,13.43,13.16,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,311.0,311.0,NO,311.0,311.0,0.0
3442,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,94,REPUBLICA DOMINICANA SEDE B - IED,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.06,317.0,317.0,158.0,158.0,0.0,49.84,49.84,37.37,37.64,12.47,12.2,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,317.0,317.0,NO,317.0,317.0,0.0
